Id,SalePrice
1837,90564.91
1838,149293.06
1839,77217.7
1840,179218.4
1841,172502.58
1842,78610.57
1843,121230.25
1844,130572.47
1845,136933.06
1846,134379.27
1847,118057.99
1848,56059.824
1849,130000.516
1850,102647.57
1851,151911.5
1852,92787.25
1853,155866.19
1854,179521.31
1855,155902.16
1856,204152.0
1857,199554.16
1858,167095.88
1859,117228.664
1860,149789.12
1861,117014.14
1862,292135.56
1863,243084.95
1864,243084.95
1865,387215.56
1866,362836.06
1867,293764.06
1868,279707.53
1869,210134.6
1870,229868.52
1871,252520.12
1872,166314.31
1873,245887.4
1874,150577.03
1875,179740.97
1876,200906.78
1877,193355.25
1878,251432.08
1879,124008.3
1880,125856.38
1881,214397.67
1882,219597.0
1883,213213.7
1884,203573.05
1885,300091.03
1886,313806.44
1887,192760.7
1888,262389.72
1889,179303.23
1890,150765.33
1891,139937.9
1892,102730.484
1893,156948.77
1894,92348.39
1895,162069.2
1896,123446.37
1897,106459.414
1898,84675.84
1899,166219.98
1900,189428.08
1901,150957.11
1902,154642.72
1903,195339.94
1904,172376.47
1905,191945.56
1906,178034.66
1907,201319.97
1908,103850.03
1909,127831.58
1910,101956.42
1911,212001.53
1912,312307.2
1913,148949.62
1914,76040.55
1915,362688.53
1916,101721.81
1917,243241.95
1918,157771.12
1919,163992.62
1920,130587.08
1921,427360.06
1922,208718.52
1923,187070.28
1924,336452.53
1925,233118.62
1926,324826.47
1927,141322.66
1928,144363.61
1929,127259.055
1930,129012.7
1931,146071.02
1932,81522.11
1933,207215.84
1934,174887.48
1935,184437.31
1936,184405.47
1937,218665.34
1938,168850.9
1939,223481.69
1940,190987.7
1941,176389.81
1942,183167.3
1943,232853.17
1944,327137.12
1945,379503.78
1946,149576.61
1947,358897.3
1948,169724.47
1949,270472.75
1950,181767.77
1951,327221.0
1952,291259.2
1953,165963.22
1954,178216.27
1955,127032.88
1956,293417.72
1957,160671.5
1958,267250.3
1959,155805.19
1960,96831.87
1961,121676.664
1962,113698.33
1963,114763.02
1964,119562.24
1965,135136.67
1966,163782.08
1967,345970.28
1968,351866.7
1969,372484.88
1970,532049.2
1971,486854.66
1972,360223.34
1973,221455.17
1974,239951.38
1975,517461.03
1976,287823.25
1977,386735.25
1978,391649.06
1979,328337.75
1980,214267.55
1981,352143.16
1982,215693.56
1983,221086.3
1984,174107.34
1985,213287.11
1986,176536.81
1987,201786.58
1988,171455.33
1989,197717.44
1990,230409.22
1991,308357.44
1992,210507.25
1993,160977.58
1994,188865.62
1995,177341.78
1996,236887.77
1997,287346.6
1998,372262.0
1999,259390.6
2000,324248.06
2001,258981.88
2002,208196.92
2003,234415.3
2004,360794.97
2005,185032.75
2006,264596.5
2007,206298.58
2008,219273.53
2009,187995.53
2010,178058.52
2011,136625.92
2012,177517.3
2013,173034.73
2014,168230.39
2015,225852.66
2016,199851.0
2017,214918.67
2018,63302.18
2019,138290.47
2020,123746.92
2021,107196.68
2022,172694.12
2023,150182.44
2024,244106.5
2025,454333.12
2026,201905.55
2027,142610.53
2028,140689.53
2029,214041.81
2030,292269.1
2031,248997.19
2032,239558.16
2033,202540.58
2034,154303.06
2035,206504.31
2036,173931.36
2037,177732.97
2038,413288.72
2039,239503.58
2040,317008.22
2041,301007.72
2042,190820.81
2043,182417.5
2044,174508.89
2045,308817.56
2046,134254.12
2047,137547.06
2048,137270.06
2049,154122.47
2050,189445.89
2051,104716.72
2052,127298.88
2053,167495.19
2054,91617.72
2055,127936.52
2056,126004.445
2057,133620.81
2058,222314.95
2059,130796.1
2060,150027.9
2061,168456.86
2062,152110.78
2063,108225.33
2064,156215.53
2065,146159.98
2066,208006.78
2067,73484.016
2068,152006.83
2069,96146.77
2070,122986.516
2071,63660.926
2072,113652.33
2073,132675.78
2074,218113.08
2075,130261.27
2076,110095.125
2077,148145.2
2078,121893.83
2079,116802.45
2080,114167.92
2081,134119.81
2082,155249.6
2083,136677.33
2084,113978.9
2085,139878.12
2086,83070.28
2087,128723.4
2088,106904.47
2089,75852.75
2090,120723.19
2091,78532.445
2092,152039.33
2093,118383.3
2094,128688.016
2095,135746.56
2096,66301.66
2097,156414.1
2098,130403.66
2099,69173.47
2100,95997.38
2101,119648.28
2102,121100.23
2103,104162.12
2104,99490.21
2105,112619.0
2106,53531.59
2107,250874.02
2108,101120.95
2109,116512.82
2110,140059.94
2111,138008.5
2112,161821.78
2113,105666.84
2114,129735.93
2115,151021.3
2116,116191.586
2117,170147.61
2118,128296.89
2119,105634.51
2120,107583.45
2121,87764.3
2122,124437.805
2123,103014.96
2124,179162.2
2125,126329.836
2126,197368.02
2127,164679.5
2128,119308.07
2129,97872.97
2130,158253.06
2131,140467.69
2132,132949.19
2133,128202.64
2134,142256.56
2135,67063.78
2136,76976.82
2137,110907.33
2138,103091.29
2139,162130.45
2140,129223.055
2141,133022.31
2142,140201.78
2143,161119.8
2144,108502.695
2145,146095.81
2146,147187.28
2147,195110.88
2148,141102.73
2149,137113.25
2150,269764.72
2151,165012.84
2152,168604.33
2153,133794.72
2154,117436.21
2155,123069.04
2156,421046.88
2157,266248.72
2158,296458.9
2159,228161.8
2160,156693.97
2161,273883.8
2162,481570.25
2163,405921.38
2164,250914.94
2165,184063.64
2166,202406.38
2167,222974.06
2168,195780.92
2169,202055.48
2170,218220.36
2171,141448.39
2172,133873.53
2173,141361.02
2174,214480.14
2175,317105.5
2176,314573.53
2177,251132.4
2178,222124.64
2179,138583.19
2180,226801.25
2181,184939.2
2182,220825.7
2183,163743.8
2184,110594.94
2185,81415.43
2186,127309.93
2187,157427.08
2188,168259.12
2189,258397.66
2190,85706.9
2191,86063.56
2192,89598.11
2193,84230.94
2194,111180.15
2195,117800.42
2196,86587.984
2197,115865.38
2198,196504.0
2199,228519.92
2200,151340.4
2201,165795.3
2202,239826.44
2203,132461.9
2204,168389.55
2205,111204.375
2206,137632.88
2207,256464.61
2208,223407.97
2209,187572.66
2210,132862.47
2211,116145.86
2212,111664.695
2213,106296.17
2214,149101.94
2215,100200.19
2216,153022.67
2217,87647.33
2218,104451.35
2219,65279.523
2220,89949.555
2221,349133.22
2222,279758.84
2223,254486.48
2224,218383.55
2225,137063.73
2226,168528.17
2227,200090.97
2228,284714.3
2229,249075.52
2230,167117.12
2231,216555.36
2232,175498.3
2233,185336.8
2234,295249.34
2235,215336.77
2236,291035.6
2237,304616.62
2238,211557.7
2239,129954.91
2240,162205.64
2241,138612.44
2242,146903.62
2243,108731.48
2244,109164.37
2245,92570.84
2246,149052.58
2247,113721.78
2248,136494.31
2249,127919.42
2250,135111.98
2251,159646.53
2252,168302.48
2253,167603.61
2254,207273.7
2255,193182.78
2256,174142.0
2257,241135.97
2258,170128.06
2259,199608.03
2260,141455.62
2261,175582.84
2262,184081.75
2263,322188.2
2264,548881.7
2265,149630.1
2266,326110.38
2267,288266.0
2268,446314.1
2269,147626.2
2270,166568.89
2271,264253.97
2272,188298.83
2273,170739.36
2274,183892.6
2275,188079.6
2276,201295.92
2277,219320.66
2278,149908.88
2279,113153.42
2280,119761.99
2281,181877.4
2282,191232.81
2283,109619.266
2284,101047.05
2285,176315.25
2286,111077.28
2287,362994.53
2288,265987.8
2289,336241.94
2290,544894.75
2291,302480.62
2292,529452.6
2293,502655.4
2294,509882.97
2295,465858.88
2296,334037.4
2297,282640.34
2298,360097.12
2299,356984.1
2300,296319.38
2301,304735.4
2302,229382.97
2303,240714.02
2304,226021.38
2305,210298.9
2306,184637.66
2307,173487.45
2308,207522.42
2309,359576.12
2310,218782.42
2311,174143.38
2312,173336.64
2313,162432.9
2314,163567.5
2315,159999.25
2316,199358.94
2317,206728.88
2318,199129.84
2319,169900.5
2320,175759.03
2321,295340.9
2322,164438.45
2323,215091.06
2324,173645.16
2325,225261.97
2326,176411.28
2327,245390.56
2328,263383.72
2329,177274.83
2330,177191.69
2331,360157.34
2332,368723.9
2333,343766.12
2334,242517.19
2335,258522.27
2336,297586.44
2337,222614.62
2338,295484.66
2339,224179.1
2340,267782.03
2341,194504.53
2342,203193.78
2343,227659.5
2344,246613.33
2345,242384.47
2346,208706.64
2347,170223.83
2348,224341.33
2349,195581.84
2350,301886.12
2351,225221.56
2352,219816.86
2353,192989.45
2354,130679.68
2355,167553.47
2356,169805.56
2357,188977.75
2358,195959.03
2359,120226.78
2360,117637.31
2361,147277.4
2362,301078.1
2363,115713.05
2364,111688.37
2365,195656.06
2366,184506.6
2367,177883.12
2368,243355.77
2369,171540.72
2370,206311.53
2371,193862.12
2372,156964.17
2373,284634.8
2374,281459.3
2375,264000.12
2376,314822.62
2377,298333.97
2378,110594.33
2379,195169.38
2380,134081.14
2381,157873.1
2382,211004.36
2383,215762.88
2384,262480.0
2385,184341.25
2386,124964.16
2387,115792.76
2388,85983.44
2389,110343.53
2390,142790.78
2391,164582.23
2392,122744.83
2393,165466.95
2394,161118.5
2395,227741.92
2396,115900.46
2397,175528.25
2398,116295.0
2399,38794.543
2400,38711.35
2401,115901.9
2402,127723.375
2403,109733.8
2404,131245.88
2405,156340.16
2406,134363.86
2407,128148.164
2408,150587.36
2409,122526.18
2410,165475.92
2411,119699.85
2412,178846.4
2413,125844.17
2414,139113.73
2415,121177.9
2416,138974.16
2417,136026.62
2418,138543.7
2419,168962.72
2420,121137.42
2421,165361.9
2422,119094.375
2423,115002.66
2424,144046.36
2425,271160.53
2426,157554.98
2427,126354.17
2428,179145.62
2429,113867.95
2430,122193.375
2431,127639.98
2432,153654.55
2433,136363.05
2434,126260.516
2435,120888.44
2436,103385.65
2437,113743.555
2438,129249.44
2439,111668.88
2440,106265.58
2441,103494.67
2442,96310.25
2443,103939.6
2444,131300.67
2445,77368.19
2446,142987.97
2447,223343.95
2448,139544.23
2449,117219.516
2450,191501.88
2451,128900.41
2452,168311.55
2453,107837.38
2454,150396.0
2455,123310.984
2456,157959.77
2457,103367.74
2458,112055.98
2459,109888.38
2460,175120.12
2461,119470.96
2462,137471.33
2463,118229.734
2464,152652.72
2465,141722.08
2466,106797.516
2467,133649.3
2468,46427.645
2469,36936.688
2470,137950.53
2471,213950.34
2472,161069.02
2473,95407.32
2474,95233.79
2475,223226.88
2476,120492.44
2477,135111.94
2478,148354.25
2479,116320.78
2480,163914.72
2481,148400.7
2482,153068.1
2483,120345.24
2484,127448.57
2485,128946.42
2486,162143.9
2487,208970.7
2488,193335.9
2489,175789.19
2490,152388.25
2491,120249.24
2492,191318.67
2493,122983.266
2494,145717.81
2495,113924.11
2496,252390.61
2497,139272.05
2498,136037.48
2499,98276.19
2500,142867.86
2501,147767.8
2502,137595.08
2503,106119.72
2504,219108.9
2505,258260.58
2506,266472.28
2507,263453.03
2508,251445.11
2509,207262.62
2510,196770.66
2511,187405.56
2512,226755.6
2513,186967.06
2514,289919.72
2515,161453.89
2516,139104.67
2517,136171.06
2518,129195.78
2519,202962.3
2520,211225.44
2521,187040.94
2522,197463.66
2523,96843.805
2524,169023.55
2525,139398.05
2526,149289.6
2527,111147.0
2528,110654.836
2529,135466.97
2530,106770.62
2531,218883.11
2532,219432.12
2533,193814.88
2534,205154.27
2535,355200.9
2536,268391.3
2537,205615.84
2538,172732.1
2539,204735.6
2540,167946.53
2541,182873.28
2542,146260.16
2543,110698.3
2544,106348.27
2545,120278.54
2546,120167.93
2547,135811.92
2548,150505.34
2549,137915.1
2550,158286.66
2551,123840.53
2552,133649.19
2553,75232.08
2554,138251.47
2555,138378.75
2556,108996.71
2557,92559.01
2558,240790.56
2559,126706.1
2560,137485.95
2561,151200.03
2562,138819.61
2563,127308.1
2564,196612.69
2565,136673.25
2566,168611.64
2567,126047.51
2568,232083.31
2569,203249.27
2570,137540.53
2571,187433.44
2572,201525.25
2573,290178.38
2574,257031.02
2575,107913.164
2576,106628.77
2577,161800.81
2578,96608.61
2579,75030.58
2580,150178.69
2581,120194.695
2582,125893.695
2583,310759.16
2584,120973.375
2585,168778.78
2586,176831.08
2587,167903.34
2588,162101.14
2589,132406.36
2590,236485.86
2591,220968.31
2592,229712.88
2593,255145.08
2594,161004.17
2595,217023.31
2596,281487.0
2597,166923.72
2598,293734.6
2599,347089.1
2600,172914.97
2601,163312.34
2602,95186.33
2603,101569.46
2604,91633.87
2605,44805.668
2606,148117.77
2607,228518.42
2608,219261.1
2609,150877.7
2610,107017.27
2611,200203.88
2612,146129.7
2613,123741.68
2614,128988.836
2615,176069.55
2616,143203.27
2617,121065.586
2618,187186.64
2619,262935.62
2620,175990.75
2621,186047.03
2622,195963.33
2623,239186.75
2624,211464.78
2625,323280.22
2626,176239.19
2627,179401.4
2628,443194.88
2629,606283.94
2630,328177.78
2631,499827.66
2632,504413.7
2633,356553.94
2634,336996.94
2635,157049.33
2636,169619.23
2637,191206.62
2638,297032.97
2639,196239.86
2640,187841.97
2641,112230.93
2642,172835.9
2643,114099.945
2644,121732.805
2645,106594.29
2646,106991.67
2647,120948.305
2648,166597.86
2649,158733.39
2650,146751.69
2651,158131.12
2652,487418.5
2653,255375.58
2654,236381.83
2655,326417.28
2656,409534.3
2657,432178.7
2658,246153.02
2659,308359.62
2660,327032.62
2661,374772.5
2662,350105.28
2663,277714.9
2664,358550.06
2665,336927.47
2666,317739.12
2667,153868.11
2668,157581.4
2669,179798.67
2670,301753.7
2671,160382.03
2672,214119.86
2673,217556.14
2674,142796.31
2675,177528.31
2676,171810.94
2677,187761.2
2678,246060.3
2679,315731.66
2680,253152.97
2681,386530.84
2682,328126.53
2683,526861.56
2684,276653.3
2685,337393.75
2686,235262.64
2687,293648.7
2688,196634.38
2689,189255.05
2690,526780.44
2691,191999.66
2692,127828.484
2693,200111.03
2694,136840.34
2695,194800.44
2696,189397.0
2697,197864.02
2698,250084.97
2699,155282.67
2700,152999.38
2701,52962.086
2702,120458.83
2703,110635.64
2704,152129.31
2705,118576.24
2706,71062.06
2707,126646.73
2708,129380.94
2709,113978.89
2710,141081.2
2711,302261.66
2712,415763.72
2713,202869.38
2714,147507.1
2715,163464.45
2716,194578.22
2717,219593.28
2718,226334.9
2719,172603.16
2720,191358.42
2721,132841.3
2722,146446.47
2723,136513.89
2724,133263.28
2725,148733.6
2726,153268.22
2727,190702.5
2728,166658.73
2729,136946.6
2730,148776.5
2731,121422.32
2732,126179.16
2733,150773.72
2734,72953.36
2735,126527.01
2736,117924.945
2737,121500.46
2738,130631.75
2739,135896.05
2740,171364.25
2741,157011.95
2742,148550.64
2743,154137.62
2744,143469.72
2745,139681.92
2746,150984.58
2747,158370.03
2748,162506.25
2749,124677.45
2750,136136.19
2751,115499.28
2752,207665.44
2753,142462.36
2754,115501.52
2755,123664.82
2756,66118.87
2757,2466.9792
2758,104775.1
2759,162677.72
2760,109236.71
2761,145365.72
2762,127863.27
2763,212687.19
2764,154471.86
2765,286437.88
2766,158270.98
2767,103958.64
2768,110552.89
2769,123973.68
2770,124513.336
2771,111382.83
2772,132657.78
2773,193442.75
2774,147467.58
2775,111712.234
2776,166402.12
2777,133099.1
2778,99532.76
2779,163470.44
2780,113225.02
2781,105084.54
2782,99648.92
2783,65492.273
2784,123564.08
2785,131694.47
2786,68665.016
2787,104873.67
2788,99854.16
2789,199989.02
2790,103308.766
2791,124986.03
2792,59434.582
2793,174082.6
2794,86450.03
2795,133452.84
2796,81365.85
2797,210685.61
2798,134966.23
2799,154783.48
2800,94040.96
2801,100670.984
2802,169954.02
2803,184471.28
2804,134338.55
2805,107294.33
2806,78054.68
2807,154349.95
2808,144651.3
2809,141009.81
2810,138301.3
2811,133191.3
2812,133953.67
2813,188851.61
2814,162179.0
2815,99235.18
2816,282257.22
2817,140786.55
2818,148931.73
2819,192312.6
2820,135758.86
2821,112801.57
2822,259424.64
2823,310385.28
2824,162291.53
2825,146213.95
2826,145671.23
2827,139314.62
2828,180347.2
2829,177675.7
2830,164245.98
2831,171572.66
2832,203710.5
2833,363363.47
2834,209111.97
2835,228882.39
2836,203991.62
2837,170155.17
2838,151808.83
2839,174984.11
2840,190754.38
2841,210663.98
2842,205344.83
2843,160674.47
2844,142230.14
2845,130378.5
2846,210607.7
2847,206999.22
2848,253557.31
2849,203359.89
2850,251878.53
2851,213877.48
2852,198699.34
2853,267234.53
2854,138209.4
2855,189502.28
2856,202090.03
2857,176380.06
2858,203814.66
2859,134202.31
2860,84298.53
2861,141973.7
2862,221120.19
2863,124323.195
2864,251452.45
2865,140062.72
2866,133858.05
2867,104528.484
2868,116245.96
2869,107716.305
2870,128148.69
2871,100887.09
2872,50509.94
2873,101079.34
2874,139955.75
2875,109759.555
2876,144249.4
2877,153343.69
2878,192311.31
2879,163498.83
2880,125313.56
2881,177079.67
2882,158200.19
2883,175076.34
2884,219552.23
2885,250867.78
2886,261573.4
2887,112399.7
2888,123140.15
2889,61376.37
2890,68852.89
2891,116732.67
2892,66992.35
2893,131732.81
2894,77839.13
2895,363069.44
2896,279992.2
2897,173884.78
2898,140396.28
2899,201981.61
2900,182607.38
2901,178238.89
2902,170396.34
2903,314117.53
2904,383636.44
2905,99706.6
2906,219620.06
2907,107690.54
2908,130742.305
2909,114741.266
2910,83926.21
2911,82951.34
2912,129174.14
2913,57123.92
2914,82184.17
2915,82316.46
2916,52124.145
2917,169332.72
2918,125932.21
2919,200241.67
